,text,stars
6284,"The hostess makes you feel like family. Her memory is impeccable, remembering your favourite items from one visit to another. The presentation of the food is visually appealing, and the food quality is very good. Dishes are consistent. You never have to worry that something will taste or look different one day to the next. The service is excellent. The prices are fair.",5
6285,"I don't know why I keep giving their service department another chance.  This is the last time I will ever step foot in Earnhardt's.  Asked for an oil change and recommended fluid flushes on my 2005 - transmission, differential, power steering - and was presented with a $6000+ quote for everything from tires to suspension to a tune-up and more.  And to top it off, I was told that sadly, with the amount of work needed on this vehicle, it might be better to just trade it in and buy a new one - from Earnhardt of course.   Interesting strategy to sell vehicles, but it just cost them a customer and created an ambassador (me) to tell everyone I know that this company is nothing more than a scam.  I should have quit 20 years ago when the location on Baseline ""borrowed"" the keys to my car while I was car shopping (sir, we need to move your vehicle) and wouldn't give them back for a half hour while they continued giving me the hard sell.  Oldest trick in the book and I fell for it. Never again Earnhardt.",1
6286,"Prefilled out everything online, walked in on a Sunday afternoon and the process couldn't be simpler. We were there a total of five minutes while we verified all the information was correct, signed off, and paid the $77. We walked down the street to get married by the commissioner (walk ins only on Sunday). Waited ten minutes for the couple before us to finish their ceremony, paid the $75 fee, and it wasn't ten minutes later we were officially hitched. The commissioner said that since we did it with the state that we should have our official certificate ready by Tuesday morning. She was right - it was ready Tuesday. We went back to the marriage license bureau, walked up to the kiosk, paid $15, and we had our official certificate in hand. Easy peasy.",5
6287,So I came here for my birthday. The place is awesome the ambiance is great. The food is phenomenal. We had an issue with the food the manager quickly came out to apologize and brought us out a whole new order. They even sent me a birthday cake. I would definitely recommend this place for drinks or dinner.,5
6288,"I stayed at the New York New York so of course I have to stop by Shake Shack!  I had never heard of this East Coast change before this so when my gal friend said we had to go, I just shrugged and assented.  I wasn't about to argue since she had already graciously to go to In N Out with me!

I ordered the standard Shack Burger even though I wanted the Shack Stack (but since we had a class afterwards, I didn't want to risk nausea or worse, throwing up from eating too closely to exercising.  Since both of us did not care of In N Out fries the day before (we already knew that going in) and ended up throwing away a lot of fries, we decided to share one order of fries between us here.  The fries are SO MUCH BETTER.  They are crispy crinkle-cut style.  Yum.  They were fresh and not soggy (from sitting around) at all.  It was still a good idea to share an order, though.  The quality of burger was really excellent and I'm one who can be kind of picky about that stuff.  Yum.  

My friend ordered the Shack Stack and it looked amazing!!!!  She said it was super good but left a couple of bites uneaten because she was too full.  She had also ordered a shake with it, so that would explain it.  I liked the sizes of the shakes and floats - very moderate and not outrageous.  I prefer quality over quantity.  I went with the root beer float since I wanted a taste of their custard but not a whole shake (again the whole heavy foods right before exercising thing).  I would come here again!",5
6289,"everything bursting with flavor, crazy

not as much selection as some of the other buffets but i didn't care cuz of the flavors

no tiramisu made me sad",5
6291,"Amazing Happy Hour! Great service..excellent food! 
We had the buffalo cauliflower, Brie with bacon...so good! 
Great atmosphere & great value! 
We will be back for sure",5
6292,"Ah...where to begin?

Sage is a treasure. Hubs and I were treated to a trip to Vegas following our beautiful Sonoma County wedding (aka, our Honeymoon) in November 2011. I did a lot of research beforehand and used trusty Yelp to make my decision on where to dine for our ""fancy"" night out. (The word fancy always reminds me of Squidward for some reason).

I settled on Sage after much research into price, location, menu, and general Yelp happiness. I will say that their tasting menu and wine pairing were mostly what made me decide on this restaurant. Our close friends gave us a generous wedding gift certificate to Aria to assist with the cost as well, so needless to say, we were well on our way to maximum enjoyment.

We went early to expand our meal options since they offer another tasting menu for early diners. We started with a few martinis (Grey Goose dirty martini for me) while we soaked up the atmosphere. Posh is how I would describe it, and pleasantly lit. 

We had forgotten to go grab our gift certificate from the front desk, and the host went to grab it for us when my husband was getting up to grab it. When Hubs tried to tip him for the service, he refused the tip and said, ""just doing my job."" Big score for Sage's staff there.

Our waiter was very nice and attentive, which didn't change even when the restaurant got busier. We ended up ordering the $79 tasting menu with wine pairing. Hubs and I each got something different off the tasting menu so we could get the full scope of the menu. So happy that we did.

It's been about 8 months so I can't remember everything, but here were the highlights of the meal:

Bread: They had some bread that had bacon in it! To die for! Even better though (I know, how does it get better than bacon?) was the butter. It was lavender butter. Whipped and creamy and orgasmic. I was a little buzzed so I though nothing of sticking my finger in the bowl and cleaning up the tidbits that remained. I have never been so impressed with bread and butter.

Wagyu Beef Tartare: I've already used orgasmic so let's go with phenomenal on this. Seriously, I still have dreams of finding something this good ever again. A poached egg sits a top this yummy pile of raw meat and once pierced oozes its gooey goodness down into the rest of the goodness. What a treat!

Scallops: I don't remember exactly how they were prepared (the wine pairing is quite a doozy, fair warning), but I remember that they were really tasty. And not overcooked - which is a huge gripe I have over the preparation of scallops.

48 hour pork belly: Again, I'm going to blame this on the alcohol, but I don't remember too much here but that it was excellent (and we were getting very full). Hubs and I both ordered this one and yummed it all up.

And I honestly don't remember too much more than that. But hey, it's Vegas, right?

Everything was paced well and the staff had great patience for our slow going. Our waiter even sent the sommelier over to chat with us once when we mentioned that we were from Sonoma County and Hubs worked at a boutique winery in Russian River Valley.

Overall, great experience, staff, and food. The $400 price tag (including tip) was worth it.",5
6293,"First time to this theater. We saw It's a Wonderful Life. It was an amazing performance. I laughed, cried and was mesmerized by the performance. A very talented group with heart. I  recommend everyone visit this treasure. I will definitely return. Thank you for a great evening and a great way to kick off the holidays!",5
6294,"Some of the weirdest service from a food fight joint. My date and I literally felt like we were being talked about and laughed at...for whatever reason.

Honestly I don't get it..? The burgers tasted odd, and not what you would think from a place that bills them as the best. My milkshake tasted like dishwasher soap and was simply gross! 

Won't be back for half assed food and ODD BALL service.",1
6297,"There are so many things to recommend this shop. 1) The people who staff it are  kind, fun, helpful, and enthusiastic. 2) They encourage trying samples of everything 3) The flavours are gorgeous -- so much of the time ice cream is too sweet and not flavourful enough. That was not the case here. 4) there are multiple vegan offerings and they go beyond simple overly sweet fruit sorbets. 5) the ice creams are all made carefully and with great attention to flavour, texture, and ingredients. We were delighted with our visit, and we look forward to the next outing for ice-cream. What a wonderful, perfect treat. Highly recommend.",5
6298,"I had been eyeing the groupon they offer for two large sandwiches for $14.99 and last night was the perfect storm of circumstance and laziness so i popped in around 6:15 to a small wonderful smelling italian deli. A couple people were waiting for to-go orders and they were busy. The guy at the counter finished helping them then asked me what I would like. I mentioned my groupon and ordered the Philly and the Brooklyn. He mentioned it would be about 15 mins...""no problem"" I said as the smell in this place was awesome. About 15 minutes later he emerged with two GIGANTIC foil wrapped bombers. When i git home I enjoyed a QUARTER of each and Im a huge eater. The philly was very good but a tad dry and the Brooklyn cold cut sub was absolute $$$$$
 Fresh ingredients, huge portions, authentic prep, and a counter guy who knew almost every customers name but mine.....soon enough i think.",5
6300,"This Wendy's at the Charlotte airport is slamming!  I was there for a bite in between flights - Wendy's is seriously one of my favorite fast food outlets.  Like all chains, you have good locations and bad locations.  This location is seriously great!  The service was quick and personable - even in their rushing to serve the line of customers they had, both of the people I spoke with were genial and service oriented.  As most airport locations of chain restaurants, their menu is not the full offering.  The food was fantastic!  I ordered a single with cheese meal, replacing the fries with chili, which the staff accommodated without question as per the Wendy's routine.

I say if you find yourself in the Charlotte airport, needing some food - try the Wendy's!",5
6301,"I am giving this restraint five stars because of their amazing management staff, my Son came in recently to treat his brother and young sister to Lunch. They had a not so terrific experience, I won't go in to the details since the follow up was extremely exceptional. We came back to a red carpet service. We will come back and recommend this location to friends and family. It really goes to show you that Customer service is really in the heart of the management team and how they execute their training.",5
6304,"This is my Mexican go-to.  The tacos are always amazing, fresh and flavourful and delicious.  I love the soft corn tortillas, that have an authentic taste that I've rarely had outside of Mexico. You also literally cannot beat the price - $1.50 special tacos (even eating 3-5 tacos, that's a cheap dinner).  The service has always been great, too!  In the summer, they also open up the front of the restaurant so you can watch all of the college street activity.  It can sometimes be quite quiet inside, so don't be alarmed if you are the only one in the restaurant (or one of the only ones).  You're just one of the few who is taking advantage of a hidden gem!",5
6305,"If you want authentic Greek food, this place is where to go. Servings are huge, and the flavors are amazing. Not to mention a great staff. The garlic Feta fries are to die for. I always order the Lamb gyro plate. The salad is always fresh, the dressing not too tangy. Their rice alone is so good I could eat it by itself. The tzatziki sauce is one of the best I've ever tasted. This place continues to deliver quality food each time and never disappoints.",5
6306,"We took a cheap cab ride to Buffalo Wild Wings or B-Dubs as the locals call it.. It is kind of far from The Strip and not worth walking to unless you are that bored.  The great thing about B-Dubs are the sauces!  They have about 20 different flavors!  We ordered 24 Boneless Wings in Spicy Garlic and Medium Hot, Buffalo Chips, Fried Garlic Shrooms and some Fat Tires to drink.  It was waaaay too much food for two drunk people!  My favorite thing that we ordered were the Buffalo Chips!  They are not crispy but more like fries cut into little pieces of chip-like heaven.  Our bartender was really nice and made some great suggestions.  She was also from the Yay Area!  Our meal was really cheap too!  Another reason to hit up B-Dubs on your next trip to Vegas!",5
6307,"Our family has been going to Matta's since the early 90's and I can say they have changed a little since they closed the original location.  It's too bad that place had memory's and stories.  My sister loves this place and has carried three children into Matta's and the waitress from the original location got to see two of them grow.  So it's not only great food and fun but the staff and name are honest and true.  My favorites include Roberts tacos, chili relleno, and the hot sauce!",5
6308,"Might be the best chicken tenders I've ever had. If you're in or around Luxor, it's a must to try this chicken. Juicy and flaky, done just right!",5
6309,"Service remarquable par la jeune fille avec un foulard sur la tête samedi le 2 décembre 2017 vers 19h30.
:)

Crème glacée molle twist enrobée de chocolat,  sans produits laitiers et vegan!!!",5
6313,"The Voodoo Chicken was so good that I ordered a second helping to-go for tomorrow. Set up a little like a deli, it's not super-fancy (which means no waiter to tip). The staff was super friendly, explained the spicy and non-spicy options, and offered samples right away. There was not a single marginal or overpriced menu item that I saw or tried. It was all excellent. Very unique for this area. All-in-all, it was a legit experience.",5
6316,Horrible. I don't even see how you people can think its good? I had once piece of California maki and almost puked. Their soups have no flavor and over priced one word horrid!,1
6317,Decided to check this place out before heading to the Foundry. The sushi was delicious and our bartender Peter was awesome! Our mojitos were so yummy! Definitely coming back! Totally recommend checking this place out!,5
6318,Dee's glazed donuts are like a combination of Dunkin & Krispy. Like right in the middle. Not too sweet which is just perfect for me. Just thinking about it right now makes me want donuts.,5
6319,My very favorite lunch spot. I have been here many times over the years - but now I go a few times a week for lunch. Everyone at my work is addicted as well. Great owners and staff.,5
6323,"I was SOOO looking forward to it, and I was SOOO thouroughly disappointed! 

You might think that you are going to get something at least approaching a smoked meat sandwich with that thinly shaved, meaty, salty, nitrite filled goodness that you have come to expect from a smoked meat sandwich, with the meat bursting out from under the rye toast, but you'd be horribly, disappointingly, infuriatingly, wrong.

What you get instead is some disgustingly unappetizing, days old, thick cut ""something"" that consists at least 50% gristle, connective tissue and uncooked whitish fat... and you know beef fat isn't that appetizing to begin with ... But that is what you got to contend with.

The only redeeming part of this meal would be the crisp pickle. Or the option to throw it right back in the vendor's face (if that were legal. which it should be in this case.)

I would suggest that you stay clear of this truck and if you really have a hankering for street meat, go look for one of those disgusting sausages at any corner hotdog vendor ... Believe me, you'll get better value for your $3.50 canadian there than you would here for three times the price.

You've been warned.",1
6324,Had a Reuben here last night and it was the most disgusting Reuben I've ever had. Their corned beef is so unbelievably processed it was like cold rubber Bologna. Their quesadillas are on point though.,1
6325,"Great beer and really good food. Done. Review over. Go try this place :)

Yes, I really liked C'est What. They have two different types of October Fest cask ales on draft; and they're local... come on now. Just great and the staff is friendly too.",5
6326,"I love Baskin-Robbins. Maybe it's because I grew up on it, but their ice cream seems to make a bad day good and a good day even better. Anytime I go in with the kids they have the best time as well. The staff is very friendly and they are always eager to discuss the different flavors and let you sample them as well. This location is always clean with plenty of seating both inside and out.",5
6327,"This place was amazing. The GM Nick hospitality was next level. The service was attentive without being over bearing and the exec chef Jamal is crazy good at his job. The hummus appetizer was incredible. I know, hummus. Somehow, they turn it into a creamy masterpiece. We had the farm salad- fresh with great flavor, skirt steak with chimichurri, and the branzino. The Brandi o cooked with the skin on over a mesquite grill was the best I've ever had. Most everything is cooled over a fresh mesquite grill, as Jamal is from Texas, which keeps it healthy. No big sauces or anything to distract from the flavor of the meat or fish. Finished the meal with a snifter of 100 yr grand mariner. An amazing feast that I will definitely revisit when I come back to Vegas.",5
6328,"Excellent mediterranean food. Definitely the best in henderson. Their hummus is one of the best, if not the best I have tried so far in henderson.",5
6331,"This place is ridiculous.  For the record, the view is really nice and worth seeing, but the food is atrocious.  It's not that the ideas for a particular dish aren't interesting, it's that the meats, cuts, and vegetables are flavorless and/or terrible.  For a $35 salmon dish, the salmon dish was farmed!  Farmed salmon at a restaurant like this!  What are they trying to pass off on us?!?  Moreover, the wine list was terrible.  

So the view may be good but if I remember correctly, you go to restaurants for food.  But, apparently the restaurateurs who conceived the elements don't subscribe to this philosophy.",1
6338,"Been going here for years. Love their crispy spring rolls and their rare beef Pho soup. I can easily finish a small, but if you're really hungry go for a medium. Take out is easy and ready within 15 minutes usually. Friendly staff and consistently good - I've never had something I didn't like!",5
6339,First time buying a handgun and they made the process so easy. Ryan helped me and was very knowledgeable. Helped me to pick the right weapon for my needs. Will definitely be returning for ammo and future weapon purchases! Store was easy to get to even with road construction.,5
6340,"Sat at the bar and was greeted by a very nice bartender, Zachary.ordered a beer & a flatbread as my meal. Delicious as Always. Had a great conversation w/ Zachary talking about Cheesecake Factory in Hawaii. :)took home 2 slices of delicious cheesecake that I forgot to take a pic of one of them, Oreo flavor, mine carrot cheesecake :-)",5
6341,Such a luxury for our urban area. They do some fabulous classes and guided trips.  I have attended many of their programs from kayaking class to movie nights and they never disappoint.  Added bonus is that many of their programs are absolutely free,5
6343,"I took my car in a few weeks ago and the computer system they have couldn't read it my key.So,I waited 3 hours just for them to tell me they couldn't  do anything without the key read. So, I booked an appointment for the 24th with the rep Dawn.  Well, Dawn was off that day and I was severely annoyed because I was sure the new rep that was going to assist me was going to have no clue about the previous visit.  So, of course he (Shadow) didn't. Shadow  did the same trouble shooting as before but told me not to worry it would be fixed by the time I was off from work. Not only did he give me his assurance everything would be taken care of he kept me informed all day of the status of my card. I told him I'm unable to have my phone at work and he said he'd leave messages keeping me updated.  
 In addition to his attentiveness, and quick resolve  he also took time out to show me a few special features that I didn't know about my car. I will continue to  take my car here because of the exceptional customer service provided by ""shadow"" thank you so much!",5
6344,"Just walked in to buy some eShop cards and Brandon was very accommodating and helpful. He tried to get me on a preorder, but I buy most of my games digitally. Great atmosphere and cool employees.",5
6345,"More like Hours Clinic.  Waited two hours for my scheduled time and then come to find them on a lunch break for another 20min longer than what the computer says...just sitting here waiting, ugh!!  I was told the computer is not the accurate time but rather the little manual clock the SR set on the door before leaving, yeah right!",1
6350,"I was on vacation in Arizona when a buddy of mine asked if i wanted to go to a very good Mediterranean place called Babylon Gyros. I told him yeah and im glade i did because this place is delicious! First of all the customer service is great and they have what is called a Babylon Burger in which you get a monstrous burger with gyros meat and all the condiments you like. They top it off with what is called taziki sauce and it sure is good! Before i left Arizona I had to go back to Babylon Gyros one more time. This time i had a combination plate with Chicken and Beef kabob with rice and a side salad. It also was very good and i had to eat everything on my plate even though i was full from all the food you get. Price is very fair and If anyone is looking for a really good restaurant, then this is the place.",5
6351,I freakin' love this business! It's so hard to describe why I love it though. Just check them out. You won't regret it.,5
6352,"I go to Fry's all the time however this particular Fry's is the worst.  I was stopping there often since it is conveniently on my way home.  The checker's are very rude.  Obviously they don't want to be there.  1 got really crappy with me about getting out my card even though I was trying to empty my basket.   I even witnessed 1 checker yell at the woman behind me (YELL LOUD AND RUDE) because she was the ""15 items or less lane"".  Which, by the way, the woman only had 9 items in her basket.  3 of them were large but still, very embarassing.
The deli people are awful.  Rude, crazy and nothing but attitude.  If you can even get someone to help you  After several run ins here, including a sick deli clerk coughing all over my food,  I asure you I will take my business elsewhere.",1
6356,"I was very happy with my experience here! Dr. Evers is a very kind, personable dentist. The office staff & dental assistants were so friendly from the moment I walked in the door. The prices are the lowest I've ever seen! If you go to Risas, I promise you will be very happy!",5
6357,"We ordered some food for pick up early this week.  Accidently we got the wrong order.  The lady felt so bad and called us back and offered us a discount on the next order which we really appreciated and she even offered to hold the food for us if we wanted.  Honestly, even though we got the wrong order, the food we got was still very fresh and delicious.  It was clean and not oily, very flavourful and cooked to perfection.  So even with the slight mishap, we still have to give them a full 5 stars!!  We will order again- they are our new favourite go too!  Thank you Dumpling House for the great food and humble service!",5
6358,"My husband and I had a great experience. We purchased a Groupon and made a reservation for 6:30 on a Friday night. We were immediately seated. The staff was attentive and friendly.  The food was served hot and slightly before we finished the last serving. I will add that they might want to think about expanding the salad bar. I would recommend them.
Diane W",5
6359,"Stumbled across this gem after a hike in Steamboat Lake Park and didn't want to leave! Great menu food was amazing. We had the fish tacos, jerk chicken salad and sweet potato fries. All great!!! Best part you're not paying Steamboat prices, very reasonable! We will definitely be back!",5
6360,The dumplings here are amazing.  Parsley (think it's cilantro which I love) with pork are so good we ended up ordering a second plate of them.  Got pan fried and used a combination of soya sauce and their hot sauce with chilis that is homemade - amazing.  Not fancy decor but the people are so sweet.  Make sure you stop here while in Toronto.,5
6361,"For their pool only: AMAZING! It was a great place to hang out, because it wasn't as crowded as the pool parties all around Vegas. We got a cabana (which was less expensive as said pool party locations), and had the best time! The whole area is pretty new and lavish. The servers and bouncers were so fun! I would go back here in a heartbeat!

Note: To get here, you walk through the Miracle Mile shops and over toward the SW part of the loop. Just keep walking in your bikini and heels, Vegas style. You'll find it. :)",5
6364,"Wow, I could not be more impressed with the superior level of service I received at CP Auto Body! 

I had some scratches and a dent from where someone hit my car (it's under 2 years old) and previously received quotes of upwards of $2000, CP Auto Body fixed everything for under $700! 

They polished my car so nicely and even detailed the inside of it for me. It honestly looks better than the day I bought it! 

I would highly recommend this business without hesitation, A+++ service! I can't thank you enough for such an affordable and worthwhile service - I no longer have to feel embarrassed about driving around with a dent in the side of my car :)",5
6365,"I feel like i'm back home! Cooking is great, staff is great, this really just takes me back to Philippines. Where everything was of equal taste for the buds.",5
6368,Great food.  Not your typical Mexican place.  Multiple salsa options on their salsa bar.  Get drinks.,5
6369,"I am so happy to have found Joe.  He is honest and kind, and great at what he does!  I brought him 3 garments to tailor (a pair of pants to hem, a dress to hem, and a jacket that needed a slight mend), and I am extremely happy with the results.  He was even kind enough to get the jacket back to me the next day when I told him that I really wanted it completed as soon as possible.  On top of all this, his prices are beyond reasonable.  I recommend him without hesitation! =)",5
6370,Knew about Yunnan Garden from LA. So glad there's one here to help satisfy my cravings. Love the cold appetizers and how fast the noodles come out. Definitely a great spot for a quick lunch break (If there's no wait) or a family dinner.,5
6372,"5 working days later and my item ( needed for an event tomorrow) hasn't even been processed! Wth? They state 1-2 days processing and up to 4 days shipping. It should be arriving tomorrow at the latest. 
And no email to apologise for the delay. Nothing. I had to write to customer service. 
""We have more orders than usual...... Blah blah blah"". You have my money! If you can't hold up your end of the contract you're a fraud. Don't enter into business.
Shop somewhere else. I certainly won't ever shop with them again. Don't B.S your customers ssense",1
6373,"I have to agree with everything Wade F. said. The service was slow, skimpy portions, excessive sweet sauce applied to sushi. You barely see the fish in the white tuna roll. Most of the fried dishes was over cooked and dry. With the all you can eat pricing, they weren't too generous on their service. You get more rice than fish. After trying a few rolls I just couldn't eat anymore because of the sweet sauce they put in almost all the sushi rolls. It was way too sweet for my taste. I got a bad vibe from the wait staff when I wanted to order more food, just got a funny look from him.  Kinda made me feel guilty for order more food. Trying this place once is enough for me.",1
6374,"My delivery order was placed over the phone, but I got their menu via Allmenus.com. I called at 3:12pm, and was immediately asked if I could hold. I agreed, and then they set the phone down on the counter, and I could hear everything! Three minutes later (not too long), he came back and I ordered our pizza, along with cheese sticks. I was given my total, and told it would be there in 45 minutes because I got stuffed pizza, and it takes a bit longer to cook.

One hour and 15 minutes later, my fiance' asks me again how long they said it would take, and that is generally my cue to call them back and see what's up. I call back, am immediately again asked to hold, I said ""well, it's just about the order I just placed, I'm wondering where it is"". Their response was ""Let me get a manager"". Five minutes later the manager gets on the phone, and I let him know that they're 30 mins late. He apologizes, doesn't offer to comp anything, and tells me he should be there any minute.

10 minutes later, a knock at the door. The driver asks me if I have a pen (that doesn't happen very often - very disorganized), I sign, and let him go.

I open up the cheese sticks, and it's a hoagie roll, split in half, with cheese and herbs on it. It wasn't cut up at all, and SO not worth the $7 paid for it.

The pizza was a buffalo chicken pizza. I enjoy buffalo wings A LOT, and we generally enjoy buffalo chicken pizzas as well. The buffalo sauce on this was SO spicy that my fiance' couldn't handle it. Honestly, if you go to a place like Buffalo Wild Wings, I'd rank the sauce near their spiciest. If you're going to use a sauce that spicy on a pizza, there should be a warning, or do something to cool it off by adding ranch dressing to the pizza as well (Glass Nickel does this, and it's wonderful).

In fact, we promptly ordered 1 pizza from Glass Nickel, and the pizza was here and hot in under 20 mins.",1
6376,Aaron took my drive thru order on 9/18 at 8:10pm and he needs a broadcasting job or a spot on talk radio or some kind of announcing job cuz his voice is unreal.,5
6377,"Veronica Abeyta Bowick is my stylist and she is the best!!! She is so passionate about her job and it is a pleasure to sit in her chair. Not only is she a talented colorist, she has also brought my unhealthy hair back to life. I have very thin hair and she has offered me some solutions to make it look thicker. To my fellow thin-haired peeps, call her ASAP!",5
6378,Really good food. But even more impressive was Stephanie's service! Visited ATL Saturday with a group of four and Stephanie was incredible. What was more impressive was that although it was 10 minutes before closing Stephanie still had great energy and her staff were on it. They gave us great recommendations and food came out fast. Next time I'm in Phoenix I will def visit ATL again.,5
6379,really Asian-styled ice shavery~~ had mocha + red bean + strawberry + condensed milk~ like what I had when I was in Asia~,5
6381,"I love their King Sandwich, which is juicy pulled pork with cole slaw on top.  It has the sweet, yummy flavor of pork and sauce with the sour crunch of the slaw.  Pure heaven.",5
6382,"I experienced this restaurant as a miss.  The best thing I had, and it was VERY good, was the made to order at your table guacamole, fresh and tasty.  Sadly that was the only thing that I thought was tasty.  The margarita special tasted like the powdered mix and not much else.  The enchiladas I had also had awful powdered tastes like everything was from a package.  I won't be going back there, too many other better Mexican restaurants around.",1
6384,"TERRIBLE.  Don't waste your time.  My husband called these guys to fix our dishwasher 3 days before a big dinner party.  We both rushed home from work to meet the scheduled technician at 5:30; the tech never showed up!  My husband called the company, and someone who called himself a ""scheduling guy"" answered a cell phone, super abrupt- said he was too busy in the line at the bank to help coordinate the details and pretty much hung up on my husband.  My husband thought they were disconnected, called the guy back, only to hear the guy call him ""rude"" for interrupting his time at the bank, my husband apologized, and they guy said it was too late and he was cancelling our appointment.  Seriously?  Your company no-shows at a job, insults customers, and then cancels our appointment??  Wow.",1
6388,"I've been to eat here twice now for lunch and every time I'm shocked that it's not more crowded.  There is a $10 lunch special featuring 6 or 7 different dishes that come with a spring roll and a drink.  I ordered the drunken noodles this time, which came out fast and looked great.  They tasted as good as they looked, especially with the house cilantro lime hot sauce which added some delightful acidity. Both my coworkers were equally pleased with their Pad Thai and namprik.  There was so much food on the plate it was easily enough for two meals.  We took boxes of leftovers home with us.  For what we paid, it feels like one of the best lunch specials in town.

The wait staff is very attentive and helpful and our server even gave us drinks in to go cups at her suggestion.  It's in a bit of an out of the way corridor of NoDa near the construction, but very much worth the trip for the price and value.  There is parking in a lot out front which is very convenient.  I would definitely make this a destination for lunch, and dinner as well!",5
6389,"We had an amazing evening at Big Rock Brewery.  We had a group of about 20, and they we toured through the facilities in two groups.  So interesting and entertaining, great tidbits of info all the way through.  Did some shopping in the gift store after.  Some wonderful gift ideas and did a bit of Christmas shopping!  The cost of the tour includes a Big Rock beer glass too!  Great idea for groups of any size.  They are very accommodating.",5
6393,"We had 2.5 hours till our flight and decided to eat here for breakfast. We were seated quickly. About ten minutes later we got our coffee and ordered our breakfast. It was taking a while, but we weren't super rushed so it seemed fine. 40 minutes later we still had not received our breakfast and noticed people who had come in after us were eating. We asked our server to check on it for us, but she brushed us off saying, ""The food takes about 20 minutes."" We had already been waiting 40 and seen everyone else around us served the food, so we were pissed that she dismissed us. Finally she came up and said she would check on it for us. Then the manager came up and said the kitchen lost our ticket. We would have been ok with that had it been dealt with earlier, but the fact that no one would even check was irritating. Then the food comes out. One of the orders was incorrect, but we ate it because at this point we'd been waiting an hour. Check came quickly. No discount for the inconvenience. I was surprised at that. We both wished we had seen the Starbucks earlier and gotten a breakfast sandwich there. I know it's an airport, but I don't really think that should be an excuse for such poor service and poor accountability for that poor service. I would NOT recommend this place.",1
6395,The best corned beef around! Big sandwich and full of flavor. It is soo good. Luv this place,5
6396,"I've been eating at Sonio's Cafe since they opened. Over the years I've tried many items on their menu. Every single thing that I've ever eaten has been FANTASTIC!!! One of my favorite items is the chicken Caesars Salad. It's amazing. Also, Lilly is FANTASTIC. She always greets you with a beautiful smile and an even more beautiful attitude. In fact everyone that I've ever come in contact with is great. Gio, one of the owners, actually called me about an hour and a half after I placed a delivery order to make sure that I was satisfied. Of course I was very satisfied. I highly recommend Sonio's Cafe.",5
6398,"This tour is a must, you get behind the scene information you wouldn't normally get on a city tour.   Ben, our tour guide, was great.  He gave us instructions on how to operate the Segway and then we practiced awhile before taking off on the tour. We were given two bottles of  water, one cold and one frozen for the trip.  Ben made sure we were safe the entire time.  We took short breaks while he explained certain places of interest and he gave us ample time to explore the Gold and Silver Pawn Shop and Rick's Restorations shop...both were great. At the end of the tour Ben dropped us off at our hotel.  You won't be disappointed with this tour.",5
6399,"They fixed my large Samsung Galaxy Note 2 screen so fast and so well. The service was really good, they said it would be ready in 30 minutes and it was right on time. Not too expensive. I'm a satisfied customer. 5 stars. :-)",5
6402,Check in was easy! Entrance to the south tower is creepy but the rooms are nice and convenient.  Check out is 11am so if you are only there for the night it's tough to take advantage is the amenities.  :( checkout was annoying but we figured it out.   Not a horrible experience.   Wouldn't recommend it but also wouldn't bad mouth it.,5
6403,"Nancy is an artist. How are there 0 reviews? Flowers for our wedding were unbelievably BEAUTIFUL, AND I'm both picky & wanted a unique look. She goes the extra mile & is so kind. She even worked with our budget, without feeling like we compromised in any way. I can't wait to come back & order flowers for the next big event in our family. (:",5
6405,"This is my first review since I created my account few years ago.I know Manna is generally from California. I am a Korean and a big fan of Korean bbq. I have been to Gangnam and Gen several times. Service and the meats are way better than those two places. I didn't try the meats that are marinated (Gen's arinated meats might be better than here). Since this place is not advertised yet, there is no waiting list. I believe this place will be crowded once it is well known to the other big fan of Korean bbq like me.",5
6406,Very clean place. Friendly owners that seem to know everyone by first name and their order. Food is excellent! We only regret not trying this place before today. This is not a fast food establishment and seating is limited however take out is an option and well worth it! I would highly recommend this place especially the green chili burrito and must try the rice and beans! Hands down the best we have tasted in Az.!,5
6407,"Got a coupon in the mail for Delia's Cleaners and who doesn't love a coupon.  It had 30% off on cleaning with the exception of certain items which did not pertain to my items.  I entered and asked how much a blouse would be.  The young lady said $5.25 and up.  I had two blouses and one pair of pants.  She looked at one blouse and said, ""Oh, this is a premium blouse so this will be $7.10.""  I then showed her my coupon.  I expected 30% off the quoted price wouldn't you??  She goes to the register with my coupon, punches in some numbers and says, ""Oh, the premium blouse is $10.25, but with the coupon it's $7.10"".  I smelled scam all over the place.  I said to her, ""So before I showed you the coupon, it was $7.10.  After the coupon it was $7.10.  Does that sound right to you?""  With that I took my stuff and went back to my old dry cleaners which is further away but at least are honest about quoting prices.  They don't do coupons but I would rather deal with honest people than people who send out coupons with no intentions of giving you a real price break.  This is a convenient location since I shop at Fry's and Big Lots which is in the same shopping center.  If Delia's had given me a real discount and had done a good job with the cleaning, they would have gotten 100% of all my cleaning including quilts and bedspread which I usually dry clean before it gets colder.  
I just don't like the bait and switch or the maneuvering of pricing to make the public believe they are giving you a deal.  Everybody loves a deal but nobody likes a scam.",1
6408,"Love this place!! Not sure why sum picky people gave bad reviews but the burgers were amazing! I had a vegifi (best vegi burger I've ever had btw) and every1 else in our group had breakfast burgers (they loved them) and we all shared a basket of fries. The fries are the bomb!! Gr8 atmosphere in this place. There are multiple TV's w sports on and cool lighting! Oh, the shakes are amazing 2 but huge so u may wanna share!!",5
